YEAR,STATE DESCRIPTION,STATE _CODE,NAICS_CODE,INDUSTRY,ENTERPRISE_EMPLOYMENT_SIZE,NUMBER_OF_FILMS_SMALL,NUMBER_OF_ESTABLISHMENTS_SMALL,EMPLOYMENT_SMALL,ANNUAL_PAYROLL _SMALL,SALARY_EMP_SMALL
2015,North Carolina,NC,52,Finance and insurance,08:  <500,6226,7322,38321,2453228000,64017.84922
2015,North Carolina,NC,52,Finance and insurance,08:  <500,6226,7322,38321,2453228000,64017.84922
2015,North Carolina,NC,53,Real estate and rental and leasing,08:  <500,8133,9155,34537,1463183000,42365.66581
2015,North Carolina,NC,53,Real estate and rental and leasing,08:  <500,8133,9155,34537,1463183000,42365.66581
2015,North Carolina,NC,54,"Professional, scientific, and technical services",08:  <500,21367,21902,120038,7404770000,61686.88249
2015,North Carolina,NC,54,"Professional, scientific, and technical services",08:  <500,21367,21902,120038,7404770000,61686.88249
2015,North Carolina,NC,55,Management of companies and enterprises,08:  <500,558,584,11914,866141000,72699.42924
2015,North Carolina,NC,55,Management of companies and enterprises,08:  <500,558,584,11914,866141000,72699.42924
2015,North Carolina,NC,56,Administrative and support and waste management and remediation services,08:  <500,10196,10457,105138,3560062000,33860.84955
2015,North Carolina,NC,56,Administrative and support and waste management and remediation services,08:  <500,10196,10457,105138,3560062000,33860.84955
2015,North Carolina,NC,61,Educational services,08:  <500,2547,2609,43283,1287886000,29755.00774
2015,North Carolina,NC,61,Educational services,08:  <500,2547,2609,43283,1287886000,29755.00774
2015,North Carolina,NC,62,Health care and social assistance,08:  <500,16631,18985,251590,9640996000,38320.2671
2015,North Carolina,NC,62,Health care and social assistance,08:  <500,16631,18985,251590,9640996000,38320.2671
2015,North Carolina,NC,71,"Arts, entertainment, and recreation",08:  <500,3379,3451,39323,1007298000,25616.00081
2015,North Carolina,NC,71,"Arts, entertainment, and recreation",08:  <500,3379,3451,39323,1007298000,25616.00081
2015,North Carolina,NC,72,Accommodation and food services,08:  <500,14316,15851,232900,3692530000,15854.57278
2015,North Carolina,NC,72,Accommodation and food services,08:  <500,14316,15851,232900,3692530000,15854.57278
2015,North Carolina,NC,81,Other services (except public administration),08:  <500,21348,22216,135108,3483296000,25781.56734
2015,North Carolina,NC,81,Other services (except public administration),08:  <500,21348,22216,135108,3483296000,25781.56734
2015,North Carolina,NC,99,Industries not classified,08:  <500,579,579,701,14379000,20512.12553
2015,North Carolina,NC,--,Total,08:  <500,167759,181045,1627666,60784704000,37344.7034
2015,North Carolina,NC,--,Total,08:  <500,167759,181045,1627666,60784704000,37344.7034
2015,North Carolina,NC,31-33,Manufacturing,08:  <500,7189,7410,154395,6410729000,41521.61016
2015,North Carolina,NC,31-33,Manufacturing,08:  <500,7189,7410,154395,6410729000,41521.61016
2015,North Carolina,NC,44-45,Retail trade,08:  <500,19409,22265,154405,4729483000,30630.37466
2015,North Carolina,NC,44-45,Retail trade,08:  <500,19409,22265,154405,4729483000,30630.37466
2015,North Carolina,NC,48-49,Transportation and warehousing,08:  <500,4571,4695,36685,1393420000,37983.37195
2015,North Carolina,NC,48-49,Transportation and warehousing,08:  <500,4571,4695,36685,1393420000,37983.37195
2015,North Dakota,ND,11,"Agriculture, forestry, fishing and hunting",08:  <500,107,107,334,15907000,47625.7485
2015,North Dakota,ND,21,"Mining, quarrying, and oil and gas extraction",08:  <500,379,397,7850,585217000,74549.93631
2015,North Dakota,ND,21,"Mining, quarrying, and oil and gas extraction",08:  <500,379,397,7850,585217000,74549.93631
2015,North Dakota,ND,22,Utilities,08:  <500,46,64,1465,126884000,86610.23891
2015,North Dakota,ND,23,Construction,08:  <500,3044,3070,22500,1444242000,64188.53333
2015,North Dakota,ND,23,Construction,08:  <500,3044,3070,22500,1444242000,64188.53333
2015,North Dakota,ND,42,Wholesale trade,08:  <500,954,1182,14211,813121000,57217.71867
2015,North Dakota,ND,42,Wholesale trade,08:  <500,954,1182,14211,813121000,57217.71867
2015,North Dakota,ND,51,Information,08:  <500,188,219,3205,167627000,52301.71607
2015,North Dakota,ND,51,Information,08:  <500,188,219,3205,167627000,52301.71607
2015,North Dakota,ND,52,Finance and insurance,08:  <500,1003,1363,8461,471503000,55726.62806
2015,North Dakota,ND,52,Finance and insurance,08:  <500,1003,1363,8461,471503000,55726.62806
2015,North Dakota,ND,53,Real estate and rental and leasing,08:  <500,892,909,4064,172123000,42353.10039
2015,North Dakota,ND,53,Real estate and rental and leasing,08:  <500,892,909,4064,172123000,42353.10039
2015,North Dakota,ND,54,"Professional, scientific, and technical services",08:  <500,1670,1753,11804,747887000,63358.77669
2015,North Dakota,ND,54,"Professional, scientific, and technical services",08:  <500,1670,1753,11804,747887000,63358.77669
2015,North Dakota,ND,55,Management of companies and enterprises,08:  <500,52,53,567,41812000,73742.50441
2015,North Dakota,ND,55,Management of companies and enterprises,08:  <500,52,53,567,41812000,73742.50441
2015,North Dakota,ND,56,Administrative and support and waste management and remediation services,08:  <500,952,975,7960,295893000,37172.48744
2015,North Dakota,ND,56,Administrative and support and waste management and remediation services,08:  <500,952,975,7960,295893000,37172.48744
2015,North Dakota,ND,61,Educational services,08:  <500,142,144,3713,94555000,25465.93051
2015,North Dakota,ND,61,Educational services,08:  <500,142,144,3713,94555000,25465.93051
2015,North Dakota,ND,62,Health care and social assistance,08:  <500,1517,1732,25664,894785000,34865.37562
2015,North Dakota,ND,62,Health care and social assistance,08:  <500,1517,1732,25664,894785000,34865.37562
2015,North Dakota,ND,71,"Arts, entertainment, and recreation",08:  <500,396,442,4230,72403000,17116.54846
2015,North Dakota,ND,71,"Arts, entertainment, and recreation",08:  <500,396,442,4230,72403000,17116.54846
2015,North Dakota,ND,72,Accommodation and food services,08:  <500,1724,1904,32104,526875000,16411.50635
2015,North Dakota,ND,72,Accommodation and food services,08:  <500,1724,1904,32104,526875000,16411.50635
2015,North Dakota,ND,81,Other services (except public administration),08:  <500,2357,2415,13110,362939000,27684.13425
2015,North Dakota,ND,81,Other services (except public administration),08:  <500,2357,2415,13110,362939000,27684.13425
2015,North Dakota,ND,99,Industries not classified,08:  <500,57,57,78,1178000,15102.5641
2015,North Dakota,ND,--,Total,08:  <500,19460,21376,210948,8806594000,41747.70086
2015,North Dakota,ND,--,Total,08:  <500,19460,21376,210948,8806594000,41747.70086
2015,North Dakota,ND,31-33,Manufacturing,08:  <500,622,645,11986,520092000,43391.62356
2015,North Dakota,ND,31-33,Manufacturing,08:  <500,622,645,11986,520092000,43391.62356
2015,North Dakota,ND,44-45,Retail trade,08:  <500,2109,2498,26220,887159000,33835.20214
2015,North Dakota,ND,44-45,Retail trade,08:  <500,2109,2498,26220,887159000,33835.20214
2015,North Dakota,ND,48-49,Transportation and warehousing,08:  <500,1418,1447,11422,564392000,49412.71231
2015,North Dakota,ND,48-49,Transportation and warehousing,08:  <500,1418,1447,11422,564392000,49412.71231
2015,Ohio,OH,11,"Agriculture, forestry, fishing and hunting",08:  <500,261,261,1040,33378000,32094.23077
2015,Ohio,OH,11,"Agriculture, forestry, fishing and hunting",08:  <500,261,261,1040,33378000,32094.23077
2015,Ohio,OH,21,"Mining, quarrying, and oil and gas extraction",08:  <500,537,579,6158,334842000,54375.12179
2015,Ohio,OH,21,"Mining, quarrying, and oil and gas extraction",08:  <500,537,579,6158,334842000,54375.12179
2015,Ohio,OH,22,Utilities,08:  <500,150,178,2984,194427000,65156.50134
2015,Ohio,OH,23,Construction,08:  <500,19286,19430,153542,8833666000,57532.57089
2015,Ohio,OH,23,Construction,08:  <500,19286,19430,153542,8833666000,57532.57089
2015,Ohio,OH,42,Wholesale trade,08:  <500,10178,11321,136002,7712804000,56710.96013
2015,Ohio,OH,42,Wholesale trade,08:  <500,10178,11321,136002,7712804000,56710.96013
2015,Ohio,OH,51,Information,08:  <500,1517,1649,21479,1140343000,53091.06569
2015,Ohio,OH,51,Information,08:  <500,1517,1649,21479,1140343000,53091.06569
2015,Ohio,OH,52,Finance and insurance,08:  <500,7764,9409,59528,3636062000,61081.54146
2015,Ohio,OH,52,Finance and insurance,08:  <500,7764,9409,59528,3636062000,61081.54146
2015,Ohio,OH,53,Real estate and rental and leasing,08:  <500,6927,7960,40872,1808703000,44252.8626
2015,Ohio,OH,53,Real estate and rental and leasing,08:  <500,6927,7960,40872,1808703000,44252.8626
2015,Ohio,OH,54,"Professional, scientific, and technical services",08:  <500,21086,21695,157476,9767312000,62024.13066
2015,Ohio,OH,54,"Professional, scientific, and technical services",08:  <500,21086,21695,157476,9767312000,62024.13066
2015,Ohio,OH,55,Management of companies and enterprises,08:  <500,735,759,15180,995410000,65573.78129
2015,Ohio,OH,55,Management of companies and enterprises,08:  <500,735,759,15180,995410000,65573.78129
2015,Ohio,OH,56,Administrative and support and waste management and remediation services,08:  <500,10774,11011,129982,4388344000,33761.16693
2015,Ohio,OH,56,Administrative and support and waste management and remediation services,08:  <500,10774,11011,129982,4388344000,33761.16693
2015,Ohio,OH,61,Educational services,08:  <500,2606,2826,55745,1589445000,28512.78142
2015,Ohio,OH,61,Educational services,08:  <500,2606,2826,55745,1589445000,28512.78142
2015,Ohio,OH,62,Health care and social assistance,08:  <500,19327,23075,354564,12624738000,35606.3729
2015,Ohio,OH,62,Health care and social assistance,08:  <500,19327,23075,354564,12624738000,35606.3729
2015,Ohio,OH,71,"Arts, entertainment, and recreation",08:  <500,3455,3554,44171,1476166000,33419.34754
2015,Ohio,OH,71,"Arts, entertainment, and recreation",08:  <500,3455,3554,44171,1476166000,33419.34754
2015,Ohio,OH,72,Accommodation and food services,08:  <500,16603,18743,273523,3990627000,14589.73103
2015,Ohio,OH,72,Accommodation and food services,08:  <500,16603,18743,273523,3990627000,14589.73103
2015,Ohio,OH,81,Other services (except public administration),08:  <500,24404,25586,174082,4438040000,25493.96262
2015,Ohio,OH,81,Other services (except public administration),08:  <500,24404,25586,174082,4438040000,25493.96262
2015,Ohio,OH,99,Industries not classified,08:  <500,403,403,541,9296000,17182.99445
2015,Ohio,OH,--,Total,08:  <500,181379,199204,2171967,85487891000,39359.66384
2015,Ohio,OH,--,Total,08:  <500,181379,199204,2171967,85487891000,39359.66384
2015,Ohio,OH,31-33,Manufacturing,08:  <500,11842,12402,298254,14337579000,48071.70734
2015,Ohio,OH,31-33,Manufacturing,08:  <500,11842,12402,298254,14337579000,48071.70734
2015,Ohio,OH,44-45,Retail trade,08:  <500,19642,22565,188507,5729861000,30396.01182
2015,Ohio,OH,44-45,Retail trade,08:  <500,19642,22565,188507,5729861000,30396.01182
2015,Ohio,OH,48-49,Transportation and warehousing,08:  <500,5533,5798,58337,2446848000,41943.32928
2015,Ohio,OH,48-49,Transportation and warehousing,08:  <500,5533,5798,58337,2446848000,41943.32928
2015,Oklahoma,OK,11,"Agriculture, forestry, fishing and hunting",08:  <500,159,159,637,23914000,37541.60126
2015,Oklahoma,OK,11,"Agriculture, forestry, fishing and hunting",08:  <500,159,159,637,23914000,37541.60126
2015,Oklahoma,OK,21,"Mining, quarrying, and oil and gas extraction",08:  <500,2701,2759,23371,1470828000,62933.89243
2015,Oklahoma,OK,21,"Mining, quarrying, and oil and gas extraction",08:  <500,2701,2759,23371,1470828000,62933.89243
2015,Oklahoma,OK,22,Utilities,08:  <500,105,139,3141,250973000,79902.26043
2015,Oklahoma,OK,22,Utilities,08:  <500,105,139,3141,250973000,79902.26043
2015,Oklahoma,OK,23,Construction,08:  <500,8029,8057,63229,3034337000,47989.64083
2015,Oklahoma,OK,23,Construction,08:  <500,8029,8057,63229,3034337000,47989.64083
2015,Oklahoma,OK,42,Wholesale trade,08:  <500,3253,3602,36907,1862892000,50475.30279
2015,Oklahoma,OK,42,Wholesale trade,08:  <500,3253,3602,36907,1862892000,50475.30279
2015,Oklahoma,OK,51,Information,08:  <500,652,745,8214,348859000,42471.26857
2015,Oklahoma,OK,51,Information,08:  <500,652,745,8214,348859000,42471.26857
2015,Oklahoma,OK,52,Finance and insurance,08:  <500,3781,4710,29382,1464503000,49843.54367
2015,Oklahoma,OK,52,Finance and insurance,08:  <500,3781,4710,29382,1464503000,49843.54367
2015,Oklahoma,OK,53,Real estate and rental and leasing,08:  <500,3296,3492,14322,546423000,38152.70214
2015,Oklahoma,OK,53,Real estate and rental and leasing,08:  <500,3296,3492,14322,546423000,38152.70214
2015,Oklahoma,OK,54,"Professional, scientific, and technical services",08:  <500,8875,9162,50639,2791527000,55126.02934
2015,Oklahoma,OK,54,"Professional, scientific, and technical services",08:  <500,8875,9162,50639,2791527000,55126.02934
2015,Oklahoma,OK,55,Management of companies and enterprises,08:  <500,272,284,5114,384032000,75094.25108
2015,Oklahoma,OK,55,Management of companies and enterprises,08:  <500,272,284,5114,384032000,75094.25108
2015,Oklahoma,OK,56,Administrative and support and waste management and remediation services,08:  <500,3740,3832,41968,1356492000,32322.0549
2015,Oklahoma,OK,56,Administrative and support and waste management and remediation services,08:  <500,3740,3832,41968,1356492000,32322.0549
2015,Oklahoma,OK,61,Educational services,08:  <500,669,683,11674,319103000,27334.50403
2015,Oklahoma,OK,61,Educational services,08:  <500,669,683,11674,319103000,27334.50403
2015,Oklahoma,OK,62,Health care and social assistance,08:  <500,8237,9254,112344,4041249000,35972.09464
2015,Oklahoma,OK,62,Health care and social assistance,08:  <500,8237,9254,112344,4041249000,35972.09464
2015,Oklahoma,OK,71,"Arts, entertainment, and recreation",08:  <500,1006,1044,16542,501196000,30298.39197
2015,Oklahoma,OK,72,Accommodation and food services,08:  <500,5291,6075,88925,1263129000,14204.4307
2015,Oklahoma,OK,72,Accommodation and food services,08:  <500,5291,6075,88925,1263129000,14204.4307
2015,Oklahoma,OK,81,Other services (except public administration),08:  <500,8286,8626,57173,1420536000,24846.27359
2015,Oklahoma,OK,81,Other services (except public administration),08:  <500,8286,8626,57173,1420536000,24846.27359
2015,Oklahoma,OK,99,Industries not classified,08:  <500,142,142,191,3021000,15816.75393
2015,Oklahoma,OK,--,Total,08:  <500,70947,77046,712797,26690703000,37445.02713
2015,Oklahoma,OK,--,Total,08:  <500,70947,77046,712797,26690703000,37445.02713
2015,Oklahoma,OK,31-33,Manufacturing,08:  <500,2912,3024,58559,2616615000,44683.39623
2015,Oklahoma,OK,31-33,Manufacturing,08:  <500,2912,3024,58559,2616615000,44683.39623
2015,Oklahoma,OK,44-45,Retail trade,08:  <500,7986,9116,71704,2180599000,30411.12072
2015,Oklahoma,OK,44-45,Retail trade,08:  <500,7986,9116,71704,2180599000,30411.12072
2015,Oklahoma,OK,48-49,Transportation and warehousing,08:  <500,2067,2141,18761,810475000,43199.98934
2015,Oklahoma,OK,48-49,Transportation and warehousing,08:  <500,2067,2141,18761,810475000,43199.98934
2015,Oregon,OR,11,"Agriculture, forestry, fishing and hunting",08:  <500,1292,1307,11582,475889000,41088.67208
2015,Oregon,OR,11,"Agriculture, forestry, fishing and hunting",08:  <500,1292,1307,11582,475889000,41088.67208
2015,Oregon,OR,21,"Mining, quarrying, and oil and gas extraction",08:  <500,108,109,852,42478000,49856.80751
2015,Oregon,OR,22,Utilities,08:  <500,109,124,1152,86718000,75276.04167
2015,Oregon,OR,23,Construction,08:  <500,11611,11665,69272,3542392000,51137.42926
2015,Oregon,OR,23,Construction,08:  <500,11611,11665,69272,3542392000,51137.42926
2015,Oregon,OR,42,Wholesale trade,08:  <500,4000,4294,44221,2426950000,54882.29574
2015,Oregon,OR,42,Wholesale trade,08:  <500,4000,4294,44221,2426950000,54882.29574
2015,Oregon,OR,51,Information,08:  <500,1205,1300,14664,943182000,64319.5581
2015,Oregon,OR,51,Information,08:  <500,1205,1300,14664,943182000,64319.5581
2015,Oregon,OR,52,Finance and insurance,08:  <500,3061,3519,20675,1260621000,60973.20435
2015,Oregon,OR,52,Finance and insurance,08:  <500,3061,3519,20675,1260621000,60973.20435
2015,Oregon,OR,53,Real estate and rental and leasing,08:  <500,4880,5499,21467,803661000,37437.0429
2015,Oregon,OR,53,Real estate and rental and leasing,08:  <500,4880,5499,21467,803661000,37437.0429
2015,Oregon,OR,54,"Professional, scientific, and technical services",08:  <500,11152,11313,59613,3624775000,60805.10962
2015,Oregon,OR,54,"Professional, scientific, and technical services",08:  <500,11152,11313,59613,3624775000,60805.10962
