YEAR,STATE DESCRIPTION,STATE _CODE,NAICS_CODE,INDUSTRY,ENTERPRISE_EMPLOYMENT_SIZE,NUMBER_OF_FILMS_SMALL,NUMBER_OF_ESTABLISHMENTS_SMALL,EMPLOYMENT_SMALL,ANNUAL_PAYROLL _SMALL,SALARY_EMP_SMALL
2015,Montana,MT,21,"Mining, quarrying, and oil and gas extraction",08:  <500,327,328,2456,159492000,64939.73941
2015,Montana,MT,21,"Mining, quarrying, and oil and gas extraction",08:  <500,327,328,2456,159492000,64939.73941
2015,Montana,MT,22,Utilities,08:  <500,75,88,1040,75225000,72331.73077
2015,Montana,MT,22,Utilities,08:  <500,75,88,1040,75225000,72331.73077
2015,Montana,MT,23,Construction,08:  <500,5227,5236,22729,1155137000,50822.16552
2015,Montana,MT,23,Construction,08:  <500,5227,5236,22729,1155137000,50822.16552
2015,Montana,MT,42,Wholesale trade,08:  <500,1045,1183,10362,476626000,45997.49083
2015,Montana,MT,42,Wholesale trade,08:  <500,1045,1183,10362,476626000,45997.49083
2015,Montana,MT,51,Information,08:  <500,349,414,3930,176545000,44922.39186
2015,Montana,MT,51,Information,08:  <500,349,414,3930,176545000,44922.39186
2015,Montana,MT,52,Finance and insurance,08:  <500,1146,1368,7949,358741000,45130.33086
2015,Montana,MT,52,Finance and insurance,08:  <500,1146,1368,7949,358741000,45130.33086
2015,Montana,MT,53,Real estate and rental and leasing,08:  <500,1678,1786,4914,156299000,31806.87831
2015,Montana,MT,53,Real estate and rental and leasing,08:  <500,1678,1786,4914,156299000,31806.87831
2015,Montana,MT,54,"Professional, scientific, and technical services",08:  <500,3384,3493,15153,783914000,51733.25414
2015,Montana,MT,54,"Professional, scientific, and technical services",08:  <500,3384,3493,15153,783914000,51733.25414
2015,Montana,MT,55,Management of companies and enterprises,08:  <500,72,72,1129,87813000,77779.45084
2015,Montana,MT,55,Management of companies and enterprises,08:  <500,72,72,1129,87813000,77779.45084
2015,Montana,MT,56,Administrative and support and waste management and remediation services,08:  <500,1594,1625,9480,295397000,31160.0211
2015,Montana,MT,56,Administrative and support and waste management and remediation services,08:  <500,1594,1625,9480,295397000,31160.0211
2015,Montana,MT,61,Educational services,08:  <500,367,376,5155,125996000,24441.51309
2015,Montana,MT,61,Educational services,08:  <500,367,376,5155,125996000,24441.51309
2015,Montana,MT,62,Health care and social assistance,08:  <500,2877,3257,39988,1435725000,35903.89617
2015,Montana,MT,62,Health care and social assistance,08:  <500,2877,3257,39988,1435725000,35903.89617
2015,Montana,MT,71,"Arts, entertainment, and recreation",08:  <500,1055,1092,9231,157173000,17026.64933
2015,Montana,MT,71,"Arts, entertainment, and recreation",08:  <500,1055,1092,9231,157173000,17026.64933
2015,Montana,MT,72,Accommodation and food services,08:  <500,3082,3286,42307,689949000,16308.15232
2015,Montana,MT,72,Accommodation and food services,08:  <500,3082,3286,42307,689949000,16308.15232
2015,Montana,MT,81,Other services (except public administration),08:  <500,2978,3050,15732,423003000,26888.06255
2015,Montana,MT,81,Other services (except public administration),08:  <500,2978,3050,15732,423003000,26888.06255
2015,Montana,MT,99,Industries not classified,08:  <500,77,77,74,1169000,15797.2973
2015,Montana,MT,--,Total,08:  <500,31346,33360,244668,8317167000,33993.68532
2015,Montana,MT,--,Total,08:  <500,31346,33360,244668,8317167000,33993.68532
2015,Montana,MT,31-33,Manufacturing,08:  <500,1210,1222,13310,495442000,37223.29076
2015,Montana,MT,31-33,Manufacturing,08:  <500,1210,1222,13310,495442000,37223.29076
2015,Montana,MT,44-45,Retail trade,08:  <500,3462,3848,30700,909147000,29613.90879
2015,Montana,MT,44-45,Retail trade,08:  <500,3462,3848,30700,909147000,29613.90879
2015,Montana,MT,48-49,Transportation and warehousing,08:  <500,1172,1205,8033,313335000,39005.97535
2015,Montana,MT,48-49,Transportation and warehousing,08:  <500,1172,1205,8033,313335000,39005.97535
2015,Nebraska,NE,11,"Agriculture, forestry, fishing and hunting",08:  <500,179,181,702,33601000,47864.67236
2015,Nebraska,NE,11,"Agriculture, forestry, fishing and hunting",08:  <500,179,181,702,33601000,47864.67236
2015,Nebraska,NE,21,"Mining, quarrying, and oil and gas extraction",08:  <500,105,106,851,47119000,55368.97767
2015,Nebraska,NE,22,Utilities,08:  <500,18,20,169,11730000,69408.28402
2015,Nebraska,NE,22,Utilities,08:  <500,18,20,169,11730000,69408.28402
2015,Nebraska,NE,23,Construction,08:  <500,6145,6170,39162,1857387000,47428.29784
2015,Nebraska,NE,23,Construction,08:  <500,6145,6170,39162,1857387000,47428.29784
2015,Nebraska,NE,42,Wholesale trade,08:  <500,1975,2315,24167,1223498000,50626.80515
2015,Nebraska,NE,42,Wholesale trade,08:  <500,1975,2315,24167,1223498000,50626.80515
2015,Nebraska,NE,51,Information,08:  <500,441,487,6847,330218000,48228.12911
2015,Nebraska,NE,51,Information,08:  <500,441,487,6847,330218000,48228.12911
2015,Nebraska,NE,52,Finance and insurance,08:  <500,2379,3032,18241,981166000,53789.04665
2015,Nebraska,NE,52,Finance and insurance,08:  <500,2379,3032,18241,981166000,53789.04665
2015,Nebraska,NE,53,Real estate and rental and leasing,08:  <500,1761,1867,8341,336886000,40389.16197
2015,Nebraska,NE,53,Real estate and rental and leasing,08:  <500,1761,1867,8341,336886000,40389.16197
2015,Nebraska,NE,54,"Professional, scientific, and technical services",08:  <500,4142,4253,26308,1469347000,55851.71811
2015,Nebraska,NE,54,"Professional, scientific, and technical services",08:  <500,4142,4253,26308,1469347000,55851.71811
2015,Nebraska,NE,55,Management of companies and enterprises,08:  <500,166,173,2935,195197000,66506.64395
2015,Nebraska,NE,56,Administrative and support and waste management and remediation services,08:  <500,2232,2263,20835,640244000,30729.25366
2015,Nebraska,NE,56,Administrative and support and waste management and remediation services,08:  <500,2232,2263,20835,640244000,30729.25366
2015,Nebraska,NE,61,Educational services,08:  <500,483,521,8775,202288000,23052.76353
2015,Nebraska,NE,61,Educational services,08:  <500,483,521,8775,202288000,23052.76353
2015,Nebraska,NE,62,Health care and social assistance,08:  <500,4234,4834,66159,2768251000,41842.39484
2015,Nebraska,NE,62,Health care and social assistance,08:  <500,4234,4834,66159,2768251000,41842.39484
2015,Nebraska,NE,71,"Arts, entertainment, and recreation",08:  <500,815,829,9401,171167000,18207.31837
2015,Nebraska,NE,71,"Arts, entertainment, and recreation",08:  <500,815,829,9401,171167000,18207.31837
2015,Nebraska,NE,72,Accommodation and food services,08:  <500,3287,3772,51890,723376000,13940.56658
2015,Nebraska,NE,72,Accommodation and food services,08:  <500,3287,3772,51890,723376000,13940.56658
2015,Nebraska,NE,81,Other services (except public administration),08:  <500,5284,5563,33134,857496000,25879.64025
2015,Nebraska,NE,81,Other services (except public administration),08:  <500,5284,5563,33134,857496000,25879.64025
2015,Nebraska,NE,99,Industries not classified,08:  <500,119,119,145,2198000,15158.62069
2015,Nebraska,NE,--,Total,08:  <500,41440,45351,406745,15047584000,36995.12963
2015,Nebraska,NE,--,Total,08:  <500,41440,45351,406745,15047584000,36995.12963
2015,Nebraska,NE,31-33,Manufacturing,08:  <500,1447,1503,29791,1286425000,43181.6656
2015,Nebraska,NE,31-33,Manufacturing,08:  <500,1447,1503,29791,1286425000,43181.6656
2015,Nebraska,NE,44-45,Retail trade,08:  <500,4561,5259,44856,1339009000,29851.27965
2015,Nebraska,NE,44-45,Retail trade,08:  <500,4561,5259,44856,1339009000,29851.27965
2015,Nebraska,NE,48-49,Transportation and warehousing,08:  <500,2046,2084,14036,570981000,40679.75207
2015,Nebraska,NE,48-49,Transportation and warehousing,08:  <500,2046,2084,14036,570981000,40679.75207
2015,Nevada,NV,11,"Agriculture, forestry, fishing and hunting",08:  <500,53,53,131,6331000,48328.24427
2015,Nevada,NV,21,"Mining, quarrying, and oil and gas extraction",08:  <500,179,181,4122,334607000,81175.88549
2015,Nevada,NV,22,Utilities,08:  <500,45,64,643,53892000,83813.37481
2015,Nevada,NV,22,Utilities,08:  <500,45,64,643,53892000,83813.37481
2015,Nevada,NV,23,Construction,08:  <500,4599,4621,52827,2548242000,48237.49219
2015,Nevada,NV,23,Construction,08:  <500,4599,4621,52827,2548242000,48237.49219
2015,Nevada,NV,42,Wholesale trade,08:  <500,2302,2365,18286,1042728000,57023.29651
2015,Nevada,NV,42,Wholesale trade,08:  <500,2302,2365,18286,1042728000,57023.29651
2015,Nevada,NV,51,Information,08:  <500,785,807,5698,356073000,62490.87399
2015,Nevada,NV,51,Information,08:  <500,785,807,5698,356073000,62490.87399
2015,Nevada,NV,52,Finance and insurance,08:  <500,2358,2587,11767,705023000,59915.27152
2015,Nevada,NV,52,Finance and insurance,08:  <500,2358,2587,11767,705023000,59915.27152
2015,Nevada,NV,53,Real estate and rental and leasing,08:  <500,3332,3612,16233,661398000,40744.03992
2015,Nevada,NV,53,Real estate and rental and leasing,08:  <500,3332,3612,16233,661398000,40744.03992
2015,Nevada,NV,54,"Professional, scientific, and technical services",08:  <500,7952,8082,39948,2443678000,61171.47291
2015,Nevada,NV,54,"Professional, scientific, and technical services",08:  <500,7952,8082,39948,2443678000,61171.47291
2015,Nevada,NV,55,Management of companies and enterprises,08:  <500,252,266,2990,229880000,76882.94314
2015,Nevada,NV,55,Management of companies and enterprises,08:  <500,252,266,2990,229880000,76882.94314
2015,Nevada,NV,56,Administrative and support and waste management and remediation services,08:  <500,3682,3733,45909,1385931000,30188.65582
2015,Nevada,NV,56,Administrative and support and waste management and remediation services,08:  <500,3682,3733,45909,1385931000,30188.65582
2015,Nevada,NV,61,Educational services,08:  <500,644,659,8501,276441000,32518.64487
2015,Nevada,NV,61,Educational services,08:  <500,644,659,8501,276441000,32518.64487
2015,Nevada,NV,62,Health care and social assistance,08:  <500,5588,5997,58763,2674384000,45511.35919
2015,Nevada,NV,62,Health care and social assistance,08:  <500,5588,5997,58763,2674384000,45511.35919
2015,Nevada,NV,71,"Arts, entertainment, and recreation",08:  <500,1238,1360,19632,635628000,32377.13936
2015,Nevada,NV,71,"Arts, entertainment, and recreation",08:  <500,1238,1360,19632,635628000,32377.13936
2015,Nevada,NV,72,Accommodation and food services,08:  <500,4213,4771,81478,1633367000,20046.72427
2015,Nevada,NV,72,Accommodation and food services,08:  <500,4213,4771,81478,1633367000,20046.72427
2015,Nevada,NV,81,Other services (except public administration),08:  <500,3840,4068,25993,759354000,29213.78833
2015,Nevada,NV,81,Other services (except public administration),08:  <500,3840,4068,25993,759354000,29213.78833
2015,Nevada,NV,99,Industries not classified,08:  <500,118,118,173,4333000,25046.24277
2015,Nevada,NV,--,Total,08:  <500,48357,51424,474535,18755861000,39524.71577
2015,Nevada,NV,--,Total,08:  <500,48357,51424,474535,18755861000,39524.71577
2015,Nevada,NV,31-33,Manufacturing,08:  <500,1613,1634,24349,1098182000,45101.72902
2015,Nevada,NV,31-33,Manufacturing,08:  <500,1613,1634,24349,1098182000,45101.72902
2015,Nevada,NV,44-45,Retail trade,08:  <500,4679,5246,41704,1331432000,31925.76252
2015,Nevada,NV,44-45,Retail trade,08:  <500,4679,5246,41704,1331432000,31925.76252
2015,Nevada,NV,48-49,Transportation and warehousing,08:  <500,1175,1200,15388,574957000,37363.98492
2015,Nevada,NV,48-49,Transportation and warehousing,08:  <500,1175,1200,15388,574957000,37363.98492
2015,New Hampshire,NH,11,"Agriculture, forestry, fishing and hunting",08:  <500,140,141,587,31163000,53088.58603
2015,New Hampshire,NH,21,"Mining, quarrying, and oil and gas extraction",08:  <500,42,44,212,13777000,64985.84906
2015,New Hampshire,NH,21,"Mining, quarrying, and oil and gas extraction",08:  <500,42,44,212,13777000,64985.84906
2015,New Hampshire,NH,22,Utilities,08:  <500,34,67,699,55313000,79131.6166
2015,New Hampshire,NH,23,Construction,08:  <500,3892,3911,23290,1442701000,61945.08373
2015,New Hampshire,NH,23,Construction,08:  <500,3892,3911,23290,1442701000,61945.08373
2015,New Hampshire,NH,42,Wholesale trade,08:  <500,1419,1477,15332,1036389000,67596.46491
2015,New Hampshire,NH,42,Wholesale trade,08:  <500,1419,1477,15332,1036389000,67596.46491
2015,New Hampshire,NH,51,Information,08:  <500,372,399,5672,380590000,67099.78843
2015,New Hampshire,NH,51,Information,08:  <500,372,399,5672,380590000,67099.78843
2015,New Hampshire,NH,52,Finance and insurance,08:  <500,870,1148,8954,613556000,68523.11816
2015,New Hampshire,NH,52,Finance and insurance,08:  <500,870,1148,8954,613556000,68523.11816
2015,New Hampshire,NH,53,Real estate and rental and leasing,08:  <500,1094,1239,5928,295167000,49792.00405
2015,New Hampshire,NH,53,Real estate and rental and leasing,08:  <500,1094,1239,5928,295167000,49792.00405
2015,New Hampshire,NH,54,"Professional, scientific, and technical services",08:  <500,3385,3450,21788,1599208000,73398.56802
2015,New Hampshire,NH,54,"Professional, scientific, and technical services",08:  <500,3385,3450,21788,1599208000,73398.56802
2015,New Hampshire,NH,55,Management of companies and enterprises,08:  <500,78,81,2207,132508000,60039.87313
2015,New Hampshire,NH,55,Management of companies and enterprises,08:  <500,78,81,2207,132508000,60039.87313
2015,New Hampshire,NH,56,Administrative and support and waste management and remediation services,08:  <500,1999,2032,15504,696939000,44952.20588
2015,New Hampshire,NH,56,Administrative and support and waste management and remediation services,08:  <500,1999,2032,15504,696939000,44952.20588
2015,New Hampshire,NH,61,Educational services,08:  <500,565,588,9383,307254000,32745.8169
2015,New Hampshire,NH,61,Educational services,08:  <500,565,588,9383,307254000,32745.8169
2015,New Hampshire,NH,62,Health care and social assistance,08:  <500,2527,2959,42070,1736865000,41285.12004
2015,New Hampshire,NH,62,Health care and social assistance,08:  <500,2527,2959,42070,1736865000,41285.12004
2015,New Hampshire,NH,71,"Arts, entertainment, and recreation",08:  <500,726,741,8817,229200000,25995.23647
2015,New Hampshire,NH,71,"Arts, entertainment, and recreation",08:  <500,726,741,8817,229200000,25995.23647
2015,New Hampshire,NH,72,Accommodation and food services,08:  <500,2986,3218,41610,799722000,19219.46647
2015,New Hampshire,NH,72,Accommodation and food services,08:  <500,2986,3218,41610,799722000,19219.46647
2015,New Hampshire,NH,81,Other services (except public administration),08:  <500,3388,3482,19880,599851000,30173.59155
2015,New Hampshire,NH,81,Other services (except public administration),08:  <500,3388,3482,19880,599851000,30173.59155
2015,New Hampshire,NH,99,Industries not classified,08:  <500,67,67,104,2479000,23836.53846
2015,New Hampshire,NH,--,Total,08:  <500,29239,31287,291348,13055280000,44809.91804
2015,New Hampshire,NH,--,Total,08:  <500,29239,31287,291348,13055280000,44809.91804
2015,New Hampshire,NH,31-33,Manufacturing,08:  <500,1576,1606,28951,1541149000,53233.0144
2015,New Hampshire,NH,31-33,Manufacturing,08:  <500,1576,1606,28951,1541149000,53233.0144
2015,New Hampshire,NH,44-45,Retail trade,08:  <500,3592,3967,33599,1275255000,37955.14747
2015,New Hampshire,NH,44-45,Retail trade,08:  <500,3592,3967,33599,1275255000,37955.14747
2015,New Hampshire,NH,48-49,Transportation and warehousing,08:  <500,659,670,6761,266194000,39371.98639
2015,New Hampshire,NH,48-49,Transportation and warehousing,08:  <500,659,670,6761,266194000,39371.98639
2015,New Jersey,NJ,11,"Agriculture, forestry, fishing and hunting",08:  <500,200,200,893,36284000,40631.57895
2015,New Jersey,NJ,11,"Agriculture, forestry, fishing and hunting",08:  <500,200,200,893,36284000,40631.57895
2015,New Jersey,NJ,21,"Mining, quarrying, and oil and gas extraction",08:  <500,56,59,528,39433000,74683.71212
2015,New Jersey,NJ,21,"Mining, quarrying, and oil and gas extraction",08:  <500,56,59,528,39433000,74683.71212
2015,New Jersey,NJ,22,Utilities,08:  <500,75,89,1138,103987000,91376.97715
2015,New Jersey,NJ,23,Construction,08:  <500,20874,20903,128591,8635860000,67157.57712
2015,New Jersey,NJ,23,Construction,08:  <500,20874,20903,128591,8635860000,67157.57712
2015,New Jersey,NJ,42,Wholesale trade,08:  <500,12116,12472,144162,9849266000,68320.81963
2015,New Jersey,NJ,42,Wholesale trade,08:  <500,12116,12472,144162,9849266000,68320.81963
2015,New Jersey,NJ,51,Information,08:  <500,1796,1842,20369,1751053000,85966.56684
2015,New Jersey,NJ,51,Information,08:  <500,1796,1842,20369,1751053000,85966.56684
2015,New Jersey,NJ,52,Finance and insurance,08:  <500,5827,6825,49204,4150903000,84361.08853
2015,New Jersey,NJ,52,Finance and insurance,08:  <500,5827,6825,49204,4150903000,84361.08853
2015,New Jersey,NJ,53,Real estate and rental and leasing,08:  <500,7077,7388,38828,1988988000,51225.61038
2015,New Jersey,NJ,53,Real estate and rental and leasing,08:  <500,7077,7388,38828,1988988000,51225.61038
2015,New Jersey,NJ,54,"Professional, scientific, and technical services",08:  <500,27168,27542,187155,14360306000,76729.48091
2015,New Jersey,NJ,54,"Professional, scientific, and technical services",08:  <500,27168,27542,187155,14360306000,76729.48091
2015,New Jersey,NJ,55,Management of companies and enterprises,08:  <500,458,473,10351,975874000,94278.23399
2015,New Jersey,NJ,55,Management of companies and enterprises,08:  <500,458,473,10351,975874000,94278.23399
2015,New Jersey,NJ,56,Administrative and support and waste management and remediation services,08:  <500,12005,12132,118816,5081924000,42771.37759
2015,New Jersey,NJ,56,Administrative and support and waste management and remediation services,08:  <500,12005,12132,118816,5081924000,42771.37759
2015,New Jersey,NJ,61,Educational services,08:  <500,3469,3563,59483,2058703000,34609.93897
2015,New Jersey,NJ,61,Educational services,08:  <500,3469,3563,59483,2058703000,34609.93897
2015,New Jersey,NJ,62,Health care and social assistance,08:  <500,21433,23572,278774,12260582000,43980.36402
2015,New Jersey,NJ,62,Health care and social assistance,08:  <500,21433,23572,278774,12260582000,43980.36402
2015,New Jersey,NJ,71,"Arts, entertainment, and recreation",08:  <500,3304,3372,45913,1383971000,30143.33631
2015,New Jersey,NJ,71,"Arts, entertainment, and recreation",08:  <500,3304,3372,45913,1383971000,30143.33631
2015,New Jersey,NJ,72,Accommodation and food services,08:  <500,17761,18273,186308,3506640000,18821.73605
2015,New Jersey,NJ,72,Accommodation and food services,08:  <500,17761,18273,186308,3506640000,18821.73605
2015,New Jersey,NJ,81,Other services (except public administration),08:  <500,22501,22867,137247,4038206000,29422.90906
2015,New Jersey,NJ,81,Other services (except public administration),08:  <500,22501,22867,137247,4038206000,29422.90906
2015,New Jersey,NJ,99,Industries not classified,08:  <500,388,388,462,10353000,22409.09091
2015,New Jersey,NJ,--,Total,08:  <500,190608,198245,1772032,86258190000,48677.55774
2015,New Jersey,NJ,--,Total,08:  <500,190608,198245,1772032,86258190000,48677.55774
2015,New Jersey,NJ,31-33,Manufacturing,08:  <500,6739,6857,135893,7378689000,54297.78576
2015,New Jersey,NJ,31-33,Manufacturing,08:  <500,6739,6857,135893,7378689000,54297.78576
2015,New Jersey,NJ,44-45,Retail trade,08:  <500,21741,22925,158519,5687402000,35878.36158
2015,New Jersey,NJ,44-45,Retail trade,08:  <500,21741,22925,158519,5687402000,35878.36158
2015,New Jersey,NJ,48-49,Transportation and warehousing,08:  <500,6343,6503,69398,2959766000,42649.15415
2015,New Jersey,NJ,48-49,Transportation and warehousing,08:  <500,6343,6503,69398,2959766000,42649.15415
2015,New Mexico,NM,11,"Agriculture, forestry, fishing and hunting",08:  <500,87,90,362,14719000,40660.22099
2015,New Mexico,NM,11,"Agriculture, forestry, fishing and hunting",08:  <500,87,90,362,14719000,40660.22099
2015,New Mexico,NM,21,"Mining, quarrying, and oil and gas extraction",08:  <500,615,631,10986,646557000,58852.81267
2015,New Mexico,NM,21,"Mining, quarrying, and oil and gas extraction",08:  <500,615,631,10986,646557000,58852.81267
2015,New Mexico,NM,22,Utilities,08:  <500,127,143,1296,67710000,52245.37037
2015,New Mexico,NM,23,Construction,08:  <500,4196,4219,36242,1573953000,43428.97743
2015,New Mexico,NM,23,Construction,08:  <500,4196,4219,36242,1573953000,43428.97743
2015,New Mexico,NM,42,Wholesale trade,08:  <500,1250,1331,11917,544424000,45684.65218
2015,New Mexico,NM,42,Wholesale trade,08:  <500,1250,1331,11917,544424000,45684.65218
2015,New Mexico,NM,51,Information,08:  <500,360,410,3765,150462000,39963.34661
2015,New Mexico,NM,51,Information,08:  <500,360,410,3765,150462000,39963.34661
2015,New Mexico,NM,52,Finance and insurance,08:  <500,1288,1691,11509,654769000,56891.91068
2015,New Mexico,NM,53,Real estate and rental and leasing,08:  <500,1765,1952,7390,290342000,39288.49797
2015,New Mexico,NM,53,Real estate and rental and leasing,08:  <500,1765,1952,7390,290342000,39288.49797
2015,New Mexico,NM,54,"Professional, scientific, and technical services",08:  <500,4118,4206,24309,1441658000,59305.5247
2015,New Mexico,NM,54,"Professional, scientific, and technical services",08:  <500,4118,4206,24309,1441658000,59305.5247
2015,New Mexico,NM,55,Management of companies and enterprises,08:  <500,105,108,1593,93563000,58733.83553
2015,New Mexico,NM,55,Management of companies and enterprises,08:  <500,105,108,1593,93563000,58733.83553
2015,New Mexico,NM,56,Administrative and support and waste management and remediation services,08:  <500,1513,1540,15068,458117000,30403.30502
2015,New Mexico,NM,56,Administrative and support and waste management and remediation services,08:  <500,1513,1540,15068,458117000,30403.30502
2015,New Mexico,NM,61,Educational services,08:  <500,530,536,8088,238700000,29512.85856
2015,New Mexico,NM,61,Educational services,08:  <500,530,536,8088,238700000,29512.85856
2015,New Mexico,NM,62,Health care and social assistance,08:  <500,3836,4280,60064,2189401000,36451.13546
2015,New Mexico,NM,62,Health care and social assistance,08:  <500,3836,4280,60064,2189401000,36451.13546
2015,New Mexico,NM,71,"Arts, entertainment, and recreation",08:  <500,624,644,8762,204881000,23382.90345
2015,New Mexico,NM,71,"Arts, entertainment, and recreation",08:  <500,624,644,8762,204881000,23382.90345
2015,New Mexico,NM,72,Accommodation and food services,08:  <500,2986,3350,56145,919687000,16380.56817
2015,New Mexico,NM,72,Accommodation and food services,08:  <500,2986,3350,56145,919687000,16380.56817
2015,New Mexico,NM,81,Other services (except public administration),08:  <500,3716,3841,23895,639605000,26767.31534
2015,New Mexico,NM,81,Other services (except public administration),08:  <500,3716,3841,23895,639605000,26767.31534
2015,New Mexico,NM,99,Industries not classified,08:  <500,68,68,78,1431000,18346.15385
2015,New Mexico,NM,--,Total,08:  <500,32978,35590,339640,12184858000,35875.80379
2015,New Mexico,NM,--,Total,08:  <500,32978,35590,339640,12184858000,35875.80379
2015,New Mexico,NM,31-33,Manufacturing,08:  <500,1240,1251,14834,641082000,43217.0689
2015,New Mexico,NM,31-33,Manufacturing,08:  <500,1240,1251,14834,641082000,43217.0689
2015,New Mexico,NM,44-45,Retail trade,08:  <500,3684,4189,33173,1022579000,30825.64133
2015,New Mexico,NM,44-45,Retail trade,08:  <500,3684,4189,33173,1022579000,30825.64133
2015,New Mexico,NM,48-49,Transportation and warehousing,08:  <500,1089,1110,10164,391218000,38490.5549
2015,New Mexico,NM,48-49,Transportation and warehousing,08:  <500,1089,1110,10164,391218000,38490.5549
2015,New York,New York,11,"Agriculture, forestry, fishing and hunting",08:  <500,588,589,2656,99542000,37478.16265
2015,New York,New York,11,"Agriculture, forestry, fishing and hunting",08:  <500,588,589,2656,99542000,37478.16265
2015,New York,New York,21,"Mining, quarrying, and oil and gas extraction",08:  <500,226,242,2665,195698000,73432.6454
2015,New York,New York,21,"Mining, quarrying, and oil and gas extraction",08:  <500,226,242,2665,195698000,73432.6454
2015,New York,New York,22,Utilities,08:  <500,178,240,2521,215428000,85453.39151
2015,New York,New York,22,Utilities,08:  <500,178,240,2521,215428000,85453.39151
2015,New York,New York,23,Construction,08:  <500,47069,47185,301707,20087104000,66578.18347
2015,New York,New York,23,Construction,08:  <500,47069,47185,301707,20087104000,66578.18347
2015,New York,New York,42,Wholesale trade,08:  <500,28495,29471,258501,16599902000,64216.0069
2015,New York,New York,42,Wholesale trade,08:  <500,28495,29471,258501,16599902000,64216.0069
2015,New York,New York,51,Information,08:  <500,7465,7675,80030,6350578000,79352.46782
2015,New York,New York,51,Information,08:  <500,7465,7675,80030,6350578000,79352.46782
2015,New York,New York,52,Finance and insurance,08:  <500,15144,17067,143569,26381790000,183756.8695
2015,New York,New York,52,Finance and insurance,08:  <500,15144,17067,143569,26381790000,183756.8695
2015,New York,New York,53,Real estate and rental and leasing,08:  <500,29640,30851,140439,7851670000,55908.04549
2015,New York,New York,53,Real estate and rental and leasing,08:  <500,29640,30851,140439,7851670000,55908.04549
2015,New York,New York,54,"Professional, scientific, and technical services",08:  <500,57172,58022,360715,28674472000,79493.42833
2015,New York,New York,54,"Professional, scientific, and technical services",08:  <500,57172,58022,360715,28674472000,79493.42833
2015,New York,New York,55,Management of companies and enterprises,08:  <500,1120,1163,25715,2673540000,103968.112
2015,New York,New York,55,Management of companies and enterprises,08:  <500,1120,1163,25715,2673540000,103968.112
2015,New York,New York,56,Administrative and support and waste management and remediation services,08:  <500,23966,24277,237022,10222281000,43127.9839
2015,New York,New York,56,Administrative and support and waste management and remediation services,08:  <500,23966,24277,237022,10222281000,43127.9839
2015,New York,New York,61,Educational services,08:  <500,7295,7594,148623,5737300000,38603.0426
2015,New York,New York,61,Educational services,08:  <500,7295,7594,148623,5737300000,38603.0426
2015,New York,New York,62,Health care and social assistance,08:  <500,43880,49031,597082,25150369000,42122.13565
2015,New York,New York,62,Health care and social assistance,08:  <500,43880,49031,597082,25150369000,42122.13565
2015,New York,New York,71,"Arts, entertainment, and recreation",08:  <500,11559,11710,108420,5298921000,48874.01771
2015,New York,New York,71,"Arts, entertainment, and recreation",08:  <500,11559,11710,108420,5298921000,48874.01771
2015,New York,New York,72,Accommodation and food services,08:  <500,45718,47462,542249,12173782000,22450.53841
2015,New York,New York,72,Accommodation and food services,08:  <500,45718,47462,542249,12173782000,22450.53841
2015,New York,New York,81,Other services (except public administration),08:  <500,54616,55732,326306,11549559000,35394.87168
2015,New York,New York,81,Other services (except public administration),08:  <500,54616,55732,326306,11549559000,35394.87168
2015,New York,New York,99,Industries not classified,08:  <500,1374,1374,1529,46957000,30710.92217
2015,New York,New York,--,Total,08:  <500,458031,477920,4015890,2.08559E+11,51933.37168
2015,New York,New York,--,Total,08:  <500,458031,477920,4015890,2.08559E+11,51933.37168
2015,New York,New York,31-33,Manufacturing,08:  <500,14818,15086,251630,11916571000,47357.51302
2015,New York,New York,31-33,Manufacturing,08:  <500,14818,15086,251630,11916571000,47357.51302
2015,New York,New York,44-45,Retail trade,08:  <500,58661,61722,377634,12966348000,34335.75367
2015,New York,New York,44-45,Retail trade,08:  <500,58661,61722,377634,12966348000,34335.75367
2015,New York,New York,48-49,Transportation and warehousing,08:  <500,11062,11427,106877,4366896000,40859.081
2015,New York,New York,48-49,Transportation and warehousing,08:  <500,11062,11427,106877,4366896000,40859.081
2015,North Carolina,NC,11,"Agriculture, forestry, fishing and hunting",08:  <500,772,778,4319,161281000,37342.20884
2015,North Carolina,NC,11,"Agriculture, forestry, fishing and hunting",08:  <500,772,778,4319,161281000,37342.20884
2015,North Carolina,NC,21,"Mining, quarrying, and oil and gas extraction",08:  <500,98,111,1358,68793000,50657.58468
2015,North Carolina,NC,21,"Mining, quarrying, and oil and gas extraction",08:  <500,98,111,1358,68793000,50657.58468
2015,North Carolina,NC,22,Utilities,08:  <500,134,181,3631,254476000,70084.2743
2015,North Carolina,NC,22,Utilities,08:  <500,134,181,3631,254476000,70084.2743
2015,North Carolina,NC,23,Construction,08:  <500,21204,21318,149026,6649499000,44619.72407
2015,North Carolina,NC,23,Construction,08:  <500,21204,21318,149026,6649499000,44619.72407
2015,North Carolina,NC,42,Wholesale trade,08:  <500,8514,9305,91054,5036796000,55316.58137
2015,North Carolina,NC,42,Wholesale trade,08:  <500,8514,9305,91054,5036796000,55316.58137
2015,North Carolina,NC,51,Information,08:  <500,1685,1871,19940,1206458000,60504.41324
2015,North Carolina,NC,51,Information,08:  <500,1685,1871,19940,1206458000,60504.41324
