STATE DESCRIPTION,NAICS CODE,NAICS DESCRIPTION,ENTERPRISE EMPLOYMENT SIZE,EMPLOYMENT,"ANNUAL PAYROLL ($1,000)",YEAR
New Mexico,54,"Professional, scientific, and technical services",9:   500+,22345,1761273,2010
New Mexico,55,Management of companies and enterprises,8:   <500,1646,95324,2010
New Mexico,55,Management of companies and enterprises,9:   500+,4420,244583,2010
New Mexico,56,Administrative and support and waste management and remediation services,8:   <500,14242,400949,2010
New Mexico,56,Administrative and support and waste management and remediation services,9:   500+,26334,691348,2010
New Mexico,61,Educational services,8:   <500,8313,234547,2010
New Mexico,61,Educational services,9:   500+,1633,40805,2010
New Mexico,62,Health care and social assistance,8:   <500,57196,1911315,2010
New Mexico,62,Health care and social assistance,9:   500+,52236,2408086,2010
New Mexico,71,"Arts, entertainment, and recreation",8:   <500,7281,153206,2010
