STATE DESCRIPTION,NAICS CODE,NAICS DESCRIPTION,ENTERPRISE EMPLOYMENT SIZE,EMPLOYMENT,"ANNUAL PAYROLL ($1,000)",YEAR
California,71,"Arts, entertainment, and recreation",9:   500+,142470,3979250,2009
California,72,Accommodation and food services,8:   <500,809161,13058915,2009
California,72,Accommodation and food services,9:   500+,524076,10170776,2009
California,81,Other services (except public administration),8:   <500,440494,12192949,2009
California,81,Other services (except public administration),9:   500+,110400,3342875,2009
California,99,Industries not classified,8:   <500,2649,79751,2009
California,31-33,Manufacturing,8:   <500,660407,27802615,2009
California,31-33,Manufacturing,9:   500+,586057,40467605,2009
California,44-45,Retail trade,8:   <500,574947,16759214,2009
California,44-45,Retail trade,9:   500+,969380,24542976,2009
California,48-49,Transportation and warehousing,8:   <500,160576,6021387,2009
California,48-49,Transportation and warehousing,9:   500+,268264,12067247,2009
Colorado,11,"Agriculture, forestry, fishing and hunting",8:   <500,1384,47342,2009
Colorado,11,"Agriculture, forestry, fishing and hunting",9:   500+,0,0,2009
Colorado,21,"Mining, quarrying, and oil and gas extraction",8:   <500,11195,800455,2009
Colorado,21,"Mining, quarrying, and oil and gas extraction",9:   500+,13932,1141586,2009
Colorado,22,Utilities,8:   <500,2640,176594,2009
Colorado,22,Utilities,9:   500+,0,0,2009
Colorado,23,Construction,8:   <500,111850,4710826,2009
Colorado,23,Construction,9:   500+,29570,1827015,2009
Colorado,42,Wholesale trade,8:   <500,49070,2380240,2009
Colorado,42,Wholesale trade,9:   500+,48662,3543260,2009
Colorado,51,Information,8:   <500,18389,1079829,2009
Colorado,51,Information,9:   500+,61360,4526313,2009
Colorado,52,Finance and insurance,8:   <500,35080,1995001,2009
Colorado,52,Finance and insurance,9:   500+,63969,4533649,2009
Colorado,53,Real estate and rental and leasing,8:   <500,28432,994440,2009
Colorado,53,Real estate and rental and leasing,9:   500+,14772,653696,2009
Colorado,54,"Professional, scientific, and technical services",8:   <500,99953,6079305,2009
Colorado,54,"Professional, scientific, and technical services",9:   500+,68117,5769088,2009
Colorado,55,Management of companies and enterprises,8:   <500,6412,532536,2009
Colorado,55,Management of companies and enterprises,9:   500+,37681,3735639,2009
Colorado,56,Administrative and support and waste management and remediation services,8:   <500,64879,2202280,2009
Colorado,56,Administrative and support and waste management and remediation services,9:   500+,140583,5844256,2009
Colorado,61,Educational services,8:   <500,24716,690602,2009
Colorado,61,Educational services,9:   500+,17622,504056,2009
Colorado,62,Health care and social assistance,8:   <500,130582,5190490,2009
Colorado,62,Health care and social assistance,9:   500+,122215,5648259,2009
Colorado,71,"Arts, entertainment, and recreation",8:   <500,25142,782611,2009
Colorado,71,"Arts, entertainment, and recreation",9:   500+,21752,480116,2009
Colorado,72,Accommodation and food services,8:   <500,136102,2051262,2009
Colorado,72,Accommodation and food services,9:   500+,88460,1559596,2009
Colorado,81,Other services (except public administration),8:   <500,77127,2073211,2009
Colorado,81,Other services (except public administration),9:   500+,18905,575536,2009
Colorado,99,Industries not classified,8:   <500,325,6397,2009
Colorado,31-33,Manufacturing,8:   <500,58126,2434490,2009
Colorado,31-33,Manufacturing,9:   500+,63793,3716585,2009
Colorado,44-45,Retail trade,8:   <500,88584,2459023,2009
Colorado,44-45,Retail trade,9:   500+,158113,3816743,2009
Colorado,48-49,Transportation and warehousing,8:   <500,18797,657537,2009
Colorado,48-49,Transportation and warehousing,9:   500+,40978,1756508,2009
Connecticut,11,"Agriculture, forestry, fishing and hunting",8:   <500,271,9230,2009
Connecticut,11,"Agriculture, forestry, fishing and hunting",9:   500+,0,0,2009
Connecticut,21,"Mining, quarrying, and oil and gas extraction",8:   <500,499,53489,2009
Connecticut,21,"Mining, quarrying, and oil and gas extraction",9:   500+,246,14649,2009
Connecticut,22,Utilities,8:   <500,1642,129947,2009
Connecticut,22,Utilities,9:   500+,0,0,2009
Connecticut,23,Construction,8:   <500,49201,2744304,2009
Connecticut,23,Construction,9:   500+,3878,307482,2009
Connecticut,42,Wholesale trade,8:   <500,42364,2609194,2009
Connecticut,42,Wholesale trade,9:   500+,33268,2580786,2009
Connecticut,51,Information,8:   <500,12860,696623,2009
Connecticut,51,Information,9:   500+,24441,1671783,2009
Connecticut,52,Finance and insurance,8:   <500,33119,4691197,2009
Connecticut,52,Finance and insurance,9:   500+,91831,10277618,2009
Connecticut,53,Real estate and rental and leasing,8:   <500,13702,590213,2009
Connecticut,53,Real estate and rental and leasing,9:   500+,7794,386978,2009
Connecticut,54,"Professional, scientific, and technical services",8:   <500,55832,3911288,2009
Connecticut,54,"Professional, scientific, and technical services",9:   500+,39502,3165187,2009
Connecticut,55,Management of companies and enterprises,8:   <500,5691,521764,2009
Connecticut,55,Management of companies and enterprises,9:   500+,33097,3976954,2009
Connecticut,56,Administrative and support and waste management and remediation services,8:   <500,39522,1605754,2009
Connecticut,56,Administrative and support and waste management and remediation services,9:   500+,44655,1771260,2009
Connecticut,61,Educational services,8:   <500,23884,862677,2009
Connecticut,61,Educational services,9:   500+,40520,1854178,2009
Connecticut,62,Health care and social assistance,8:   <500,133078,5509991,2009
Connecticut,62,Health care and social assistance,9:   500+,126429,6010525,2009
Connecticut,71,"Arts, entertainment, and recreation",8:   <500,20210,557561,2009
Connecticut,71,"Arts, entertainment, and recreation",9:   500+,4205,157053,2009
Connecticut,72,Accommodation and food services,8:   <500,78257,1283689,2009
Connecticut,72,Accommodation and food services,9:   500+,51480,1197605,2009
Connecticut,81,Other services (except public administration),8:   <500,55915,1578063,2009
Connecticut,81,Other services (except public administration),9:   500+,7116,245945,2009
Connecticut,99,Industries not classified,8:   <500,187,5996,2009
Connecticut,31-33,Manufacturing,8:   <500,83244,3969016,2009
Connecticut,31-33,Manufacturing,9:   500+,83154,5739356,2009
Connecticut,44-45,Retail trade,8:   <500,71331,2357795,2009
Connecticut,44-45,Retail trade,9:   500+,108812,2624988,2009
Connecticut,48-49,Transportation and warehousing,8:   <500,13755,648700,2009
Connecticut,48-49,Transportation and warehousing,9:   500+,25407,922401,2009
Delaware,11,"Agriculture, forestry, fishing and hunting",8:   <500,109,3857,2009
Delaware,11,"Agriculture, forestry, fishing and hunting",9:   500+,0,0,2009
Delaware,21,"Mining, quarrying, and oil and gas extraction",8:   <500,22,1800,2009
Delaware,21,"Mining, quarrying, and oil and gas extraction",9:   500+,0,0,2009
Delaware,22,Utilities,8:   <500,0,0,2009
Delaware,22,Utilities,9:   500+,0,0,2009
Delaware,23,Construction,8:   <500,18498,849298,2009
Delaware,23,Construction,9:   500+,2011,125582,2009
Delaware,42,Wholesale trade,8:   <500,6619,326983,2009
Delaware,42,Wholesale trade,9:   500+,11238,1066095,2009
Delaware,51,Information,8:   <500,1987,93134,2009
Delaware,51,Information,9:   500+,6344,324601,2009
Delaware,52,Finance and insurance,8:   <500,5887,377652,2009
Delaware,52,Finance and insurance,9:   500+,33099,2262413,2009
Delaware,53,Real estate and rental and leasing,8:   <500,4361,159894,2009
Delaware,53,Real estate and rental and leasing,9:   500+,2075,68211,2009
Delaware,54,"Professional, scientific, and technical services",8:   <500,15542,1105950,2009
Delaware,54,"Professional, scientific, and technical services",9:   500+,7766,704051,2009
Delaware,55,Management of companies and enterprises,8:   <500,2152,90647,2009
Delaware,55,Management of companies and enterprises,9:   500+,11852,1002095,2009
Delaware,56,Administrative and support and waste management and remediation services,8:   <500,11016,344141,2009
Delaware,56,Administrative and support and waste management and remediation services,9:   500+,14874,571519,2009
Delaware,61,Educational services,8:   <500,5560,191634,2009
Delaware,61,Educational services,9:   500+,1595,43692,2009
Delaware,62,Health care and social assistance,8:   <500,25952,1113432,2009
Delaware,62,Health care and social assistance,9:   500+,31533,1485298,2009
Delaware,71,"Arts, entertainment, and recreation",8:   <500,4202,103632,2009
Delaware,71,"Arts, entertainment, and recreation",9:   500+,2439,39412,2009
Delaware,72,Accommodation and food services,8:   <500,22028,346701,2009
Delaware,72,Accommodation and food services,9:   500+,10561,183542,2009
Delaware,81,Other services (except public administration),8:   <500,13739,343140,2009
Delaware,81,Other services (except public administration),9:   500+,876,26382,2009
Delaware,99,Industries not classified,8:   <500,0,1360,2009
Delaware,31-33,Manufacturing,8:   <500,8745,404196,2009
Delaware,31-33,Manufacturing,9:   500+,21665,1107772,2009
Delaware,44-45,Retail trade,8:   <500,18566,547755,2009
Delaware,44-45,Retail trade,9:   500+,32564,688929,2009
Delaware,48-49,Transportation and warehousing,8:   <500,5469,191552,2009
Delaware,48-49,Transportation and warehousing,9:   500+,7174,236276,2009
District of Columbia,11,"Agriculture, forestry, fishing and hunting",8:   <500,0,0,2009
District of Columbia,21,"Mining, quarrying, and oil and gas extraction",8:   <500,0,0,2009
District of Columbia,21,"Mining, quarrying, and oil and gas extraction",9:   500+,0,0,2009
District of Columbia,22,Utilities,8:   <500,0,0,2009
District of Columbia,22,Utilities,9:   500+,0,0,2009
District of Columbia,23,Construction,8:   <500,5306,270416,2009
District of Columbia,23,Construction,9:   500+,0,0,2009
District of Columbia,42,Wholesale trade,8:   <500,2312,141796,2009
District of Columbia,42,Wholesale trade,9:   500+,2744,217368,2009
District of Columbia,51,Information,8:   <500,6019,423543,2009
District of Columbia,51,Information,9:   500+,15709,1686104,2009
District of Columbia,52,Finance and insurance,8:   <500,4782,468079,2009
District of Columbia,52,Finance and insurance,9:   500+,12157,1584484,2009
District of Columbia,53,Real estate and rental and leasing,8:   <500,5816,355060,2009
District of Columbia,53,Real estate and rental and leasing,9:   500+,3259,212760,2009
District of Columbia,54,"Professional, scientific, and technical services",8:   <500,37561,3773458,2009
District of Columbia,54,"Professional, scientific, and technical services",9:   500+,52366,5975586,2009
District of Columbia,55,Management of companies and enterprises,8:   <500,1037,72339,2009
District of Columbia,55,Management of companies and enterprises,9:   500+,6179,871963,2009
District of Columbia,56,Administrative and support and waste management and remediation services,8:   <500,17375,669763,2009
District of Columbia,56,Administrative and support and waste management and remediation services,9:   500+,17741,654561,2009
District of Columbia,61,Educational services,8:   <500,13308,602121,2009
District of Columbia,61,Educational services,9:   500+,35101,1539630,2009
District of Columbia,62,Health care and social assistance,8:   <500,26556,1093021,2009
District of Columbia,62,Health care and social assistance,9:   500+,41031,2256861,2009
District of Columbia,71,"Arts, entertainment, and recreation",8:   <500,3852,135600,2009
District of Columbia,71,"Arts, entertainment, and recreation",9:   500+,2703,226884,2009
District of Columbia,72,Accommodation and food services,8:   <500,27263,611377,2009
District of Columbia,72,Accommodation and food services,9:   500+,27704,776352,2009
District of Columbia,81,Other services (except public administration),8:   <500,56441,3744120,2009
District of Columbia,81,Other services (except public administration),9:   500+,14983,866449,2009
District of Columbia,99,Industries not classified,8:   <500,0,2863,2009
District of Columbia,31-33,Manufacturing,8:   <500,1136,44711,2009
District of Columbia,31-33,Manufacturing,9:   500+,664,26388,2009
District of Columbia,44-45,Retail trade,8:   <500,7081,193431,2009
District of Columbia,44-45,Retail trade,9:   500+,12041,321698,2009
District of Columbia,48-49,Transportation and warehousing,8:   <500,1351,52617,2009
District of Columbia,48-49,Transportation and warehousing,9:   500+,1759,70940,2009
Florida,11,"Agriculture, forestry, fishing and hunting",8:   <500,8250,218497,2009
Florida,11,"Agriculture, forestry, fishing and hunting",9:   500+,5239,122986,2009
Florida,21,"Mining, quarrying, and oil and gas extraction",8:   <500,1842,87063,2009
Florida,21,"Mining, quarrying, and oil and gas extraction",9:   500+,3272,201861,2009
Florida,22,Utilities,8:   <500,5831,345092,2009
Florida,22,Utilities,9:   500+,22553,1855561,2009
Florida,23,Construction,8:   <500,297410,10752474,2009
Florida,23,Construction,9:   500+,44204,2354419,2009
Florida,42,Wholesale trade,8:   <500,180822,8023488,2009
Florida,42,Wholesale trade,9:   500+,106843,6046239,2009
Florida,51,Information,8:   <500,35116,1760188,2009
Florida,51,Information,9:   500+,121189,7450329,2009
Florida,52,Finance and insurance,8:   <500,106536,5840960,2009
Florida,52,Finance and insurance,9:   500+,231562,14058177,2009
Florida,53,Real estate and rental and leasing,8:   <500,84962,2887360,2009
Florida,53,Real estate and rental and leasing,9:   500+,72776,2714681,2009
Florida,54,"Professional, scientific, and technical services",8:   <500,285709,15349615,2009
Florida,54,"Professional, scientific, and technical services",9:   500+,145177,9314599,2009
Florida,55,Management of companies and enterprises,8:   <500,16938,1228775,2009
Florida,55,Management of companies and enterprises,9:   500+,113585,8145152,2009
Florida,56,Administrative and support and waste management and remediation services,8:   <500,216994,6142034,2009
Florida,56,Administrative and support and waste management and remediation services,9:   500+,1070400,35799640,2009
Florida,61,Educational services,8:   <500,72630,2017760,2009
Florida,61,Educational services,9:   500+,65801,2548392,2009
Florida,62,Health care and social assistance,8:   <500,421179,17934585,2009
Florida,62,Health care and social assistance,9:   500+,522644,23089104,2009
Florida,71,"Arts, entertainment, and recreation",8:   <500,80749,2554969,2009
Florida,71,"Arts, entertainment, and recreation",9:   500+,74279,1697121,2009
Florida,72,Accommodation and food services,8:   <500,363881,5420843,2009
Florida,72,Accommodation and food services,9:   500+,364938,6400463,2009
Florida,81,Other services (except public administration),8:   <500,237277,5556483,2009
Florida,81,Other services (except public administration),9:   500+,56939,1576402,2009
Florida,99,Industries not classified,8:   <500,0,14739,2009
Florida,31-33,Manufacturing,8:   <500,149513,5449537,2009
Florida,31-33,Manufacturing,9:   500+,145006,7601610,2009
Florida,44-45,Retail trade,8:   <500,268969,7447412,2009
Florida,44-45,Retail trade,9:   500+,652545,15037461,2009
Florida,48-49,Transportation and warehousing,8:   <500,65992,2326131,2009
Florida,48-49,Transportation and warehousing,9:   500+,141415,5988241,2009
Georgia,11,"Agriculture, forestry, fishing and hunting",8:   <500,7047,236892,2009
Georgia,11,"Agriculture, forestry, fishing and hunting",9:   500+,299,16086,2009
Georgia,21,"Mining, quarrying, and oil and gas extraction",8:   <500,2419,129711,2009
Georgia,21,"Mining, quarrying, and oil and gas extraction",9:   500+,2885,137728,2009
Georgia,22,Utilities,8:   <500,5790,360482,2009
Georgia,22,Utilities,9:   500+,0,0,2009
Georgia,23,Construction,8:   <500,144828,5453116,2009
Georgia,23,Construction,9:   500+,30482,1664772,2009
Georgia,42,Wholesale trade,8:   <500,104852,5037208,2009
Georgia,42,Wholesale trade,9:   500+,86572,6010648,2009
Georgia,51,Information,8:   <500,23084,1262931,2009
Georgia,51,Information,9:   500+,103651,7342792,2009
Georgia,52,Finance and insurance,8:   <500,58777,3028177,2009
Georgia,52,Finance and insurance,9:   500+,109429,7574931,2009
Georgia,53,Real estate and rental and leasing,8:   <500,37268,1420616,2009
Georgia,53,Real estate and rental and leasing,9:   500+,23798,1180680,2009
Georgia,54,"Professional, scientific, and technical services",8:   <500,138573,7448114,2009
Georgia,54,"Professional, scientific, and technical services",9:   500+,101297,7366008,2009
Georgia,55,Management of companies and enterprises,8:   <500,10581,655811,2009
Georgia,55,Management of companies and enterprises,9:   500+,95573,8673766,2009
Georgia,56,Administrative and support and waste management and remediation services,8:   <500,101000,3208563,2009
Georgia,56,Administrative and support and waste management and remediation services,9:   500+,198129,5743594,2009
Georgia,61,Educational services,8:   <500,38043,999235,2009
Georgia,61,Educational services,9:   500+,39165,1659114,2009
Georgia,62,Health care and social assistance,8:   <500,196861,7917635,2009
Georgia,62,Health care and social assistance,9:   500+,234499,10016683,2009
Georgia,71,"Arts, entertainment, and recreation",8:   <500,27869,760843,2009
Georgia,71,"Arts, entertainment, and recreation",9:   500+,14168,499389,2009
Georgia,72,Accommodation and food services,8:   <500,201641,2594229,2009
Georgia,72,Accommodation and food services,9:   500+,149501,2333632,2009
Georgia,81,Other services (except public administration),8:   <500,129129,3004116,2009
Georgia,81,Other services (except public administration),9:   500+,29591,981939,2009
Georgia,99,Industries not classified,8:   <500,297,6907,2009
Georgia,31-33,Manufacturing,8:   <500,123003,4537947,2009
Georgia,31-33,Manufacturing,9:   500+,228200,9506343,2009
Georgia,44-45,Retail trade,8:   <500,144869,3807928,2009
Georgia,44-45,Retail trade,9:   500+,295465,6301501,2009
Georgia,48-49,Transportation and warehousing,8:   <500,37986,1280521,2009
Georgia,48-49,Transportation and warehousing,9:   500+,114491,4854821,2009
Hawaii,11,"Agriculture, forestry, fishing and hunting",8:   <500,262,5234,2009
Hawaii,21,"Mining, quarrying, and oil and gas extraction",8:   <500,0,0,2009
Hawaii,21,"Mining, quarrying, and oil and gas extraction",9:   500+,0,0,2009
Hawaii,22,Utilities,8:   <500,533,37254,2009
Hawaii,22,Utilities,9:   500+,0,0,2009
Hawaii,23,Construction,8:   <500,25599,1394260,2009
Hawaii,23,Construction,9:   500+,3931,312139,2009
Hawaii,42,Wholesale trade,8:   <500,14220,552276,2009
Hawaii,42,Wholesale trade,9:   500+,4825,271195,2009
Hawaii,51,Information,8:   <500,2824,133495,2009
Hawaii,51,Information,9:   500+,6556,352859,2009
Hawaii,52,Finance and insurance,8:   <500,6995,362580,2009
Hawaii,52,Finance and insurance,9:   500+,12225,708122,2009
Hawaii,53,Real estate and rental and leasing,8:   <500,8021,321284,2009
Hawaii,53,Real estate and rental and leasing,9:   500+,6158,251178,2009
Hawaii,54,"Professional, scientific, and technical services",8:   <500,17495,969388,2009
Hawaii,54,"Professional, scientific, and technical services",9:   500+,5750,322404,2009
Hawaii,55,Management of companies and enterprises,8:   <500,2040,104246,2009
Hawaii,55,Management of companies and enterprises,9:   500+,3979,283038,2009
Hawaii,56,Administrative and support and waste management and remediation services,8:   <500,20991,565608,2009
Hawaii,56,Administrative and support and waste management and remediation services,9:   500+,26078,740093,2009
Hawaii,61,Educational services,8:   <500,8748,252110,2009
Hawaii,61,Educational services,9:   500+,10579,370839,2009
Hawaii,62,Health care and social assistance,8:   <500,34557,1466260,2009
Hawaii,62,Health care and social assistance,9:   500+,30438,1542666,2009
Hawaii,71,"Arts, entertainment, and recreation",8:   <500,9195,205346,2009
Hawaii,71,"Arts, entertainment, and recreation",9:   500+,1076,22999,2009
Hawaii,72,Accommodation and food services,8:   <500,45631,838742,2009
Hawaii,72,Accommodation and food services,9:   500+,46332,1306281,2009
Hawaii,81,Other services (except public administration),8:   <500,21522,575948,2009
Hawaii,81,Other services (except public administration),9:   500+,3646,80960,2009
Hawaii,99,Industries not classified,8:   <500,0,981,2009
Hawaii,31-33,Manufacturing,8:   <500,9654,290234,2009
Hawaii,31-33,Manufacturing,9:   500+,3200,172703,2009
Hawaii,44-45,Retail trade,8:   <500,27607,698929,2009
Hawaii,44-45,Retail trade,9:   500+,39353,1005357,2009
Hawaii,48-49,Transportation and warehousing,8:   <500,10464,335335,2009
Hawaii,48-49,Transportation and warehousing,9:   500+,15034,667739,2009
Idaho,11,"Agriculture, forestry, fishing and hunting",8:   <500,2987,86723,2009
Idaho,11,"Agriculture, forestry, fishing and hunting",9:   500+,0,0,2009
Idaho,21,"Mining, quarrying, and oil and gas extraction",8:   <500,1534,86892,2009
Idaho,21,"Mining, quarrying, and oil and gas extraction",9:   500+,820,60159,2009
Idaho,22,Utilities,8:   <500,731,35012,2009
Idaho,22,Utilities,9:   500+,0,0,2009
Idaho,23,Construction,8:   <500,31919,1121912,2009
Idaho,23,Construction,9:   500+,901,59094,2009
Idaho,42,Wholesale trade,8:   <500,15802,587376,2009
Idaho,42,Wholesale trade,9:   500+,8307,453750,2009
Idaho,51,Information,8:   <500,4155,159188,2009
Idaho,51,Information,9:   500+,9345,353576,2009
Idaho,52,Finance and insurance,8:   <500,9299,371170,2009
Idaho,52,Finance and insurance,9:   500+,12065,553747,2009
Idaho,53,Real estate and rental and leasing,8:   <500,5802,150629,2009
Idaho,53,Real estate and rental and leasing,9:   500+,1305,33450,2009
Idaho,54,"Professional, scientific, and technical services",8:   <500,18593,757135,2009
Idaho,54,"Professional, scientific, and technical services",9:   500+,12798,811432,2009
Idaho,55,Management of companies and enterprises,8:   <500,1836,95130,2009
Idaho,55,Management of companies and enterprises,9:   500+,5916,490229,2009
Idaho,56,Administrative and support and waste management and remediation services,8:   <500,15326,380200,2009
Idaho,56,Administrative and support and waste management and remediation services,9:   500+,22016,598647,2009
Idaho,61,Educational services,8:   <500,4305,89861,2009
Idaho,61,Educational services,9:   500+,5508,109031,2009
Idaho,62,Health care and social assistance,8:   <500,47719,1521046,2009
Idaho,62,Health care and social assistance,9:   500+,30800,1163939,2009
Idaho,71,"Arts, entertainment, and recreation",8:   <500,6316,116270,2009
Idaho,71,"Arts, entertainment, and recreation",9:   500+,2342,19405,2009
Idaho,72,Accommodation and food services,8:   <500,35779,418929,2009
Idaho,72,Accommodation and food services,9:   500+,17570,250212,2009
Idaho,81,Other services (except public administration),8:   <500,16439,351430,2009
Idaho,81,Other services (except public administration),9:   500+,2433,62736,2009
Idaho,99,Industries not classified,8:   <500,0,1098,2009
Idaho,31-33,Manufacturing,8:   <500,23400,781104,2009
Idaho,31-33,Manufacturing,9:   500+,31945,1710718,2009
Idaho,44-45,Retail trade,8:   <500,35083,845155,2009
Idaho,44-45,Retail trade,9:   500+,39260,915968,2009
Idaho,48-49,Transportation and warehousing,8:   <500,9899,295930,2009
Idaho,48-49,Transportation and warehousing,9:   500+,6955,229285,2009
Illinois,11,"Agriculture, forestry, fishing and hunting",8:   <500,1156,42003,2009
Illinois,11,"Agriculture, forestry, fishing and hunting",9:   500+,0,0,2009
Illinois,21,"Mining, quarrying, and oil and gas extraction",8:   <500,4825,274117,2009
Illinois,21,"Mining, quarrying, and oil and gas extraction",9:   500+,3783,235356,2009
Illinois,22,Utilities,8:   <500,2686,182994,2009
Illinois,22,Utilities,9:   500+,25916,2472546,2009
Illinois,23,Construction,8:   <500,180239,10088747,2009
Illinois,23,Construction,9:   500+,26213,2081702,2009
Illinois,42,Wholesale trade,8:   <500,171991,9315397,2009
Illinois,42,Wholesale trade,9:   500+,133003,9389990,2009
Illinois,51,Information,8:   <500,35606,2111855,2009
Illinois,51,Information,9:   500+,90522,6283752,2009
Illinois,52,Finance and insurance,8:   <500,113253,7995075,2009
Illinois,52,Finance and insurance,9:   500+,211497,19774629,2009
Illinois,53,Real estate and rental and leasing,8:   <500,53009,2226208,2009
Illinois,53,Real estate and rental and leasing,9:   500+,28312,1620480,2009
Illinois,54,"Professional, scientific, and technical services",8:   <500,209290,13570708,2009
Illinois,54,"Professional, scientific, and technical services",9:   500+,149829,12588494,2009
Illinois,55,Management of companies and enterprises,8:   <500,17108,1227649,2009
Illinois,55,Management of companies and enterprises,9:   500+,157618,16154993,2009
Illinois,56,Administrative and support and waste management and remediation services,8:   <500,157114,5246040,2009
Illinois,56,Administrative and support and waste management and remediation services,9:   500+,293741,7500958,2009
Illinois,61,Educational services,8:   <500,58407,1630057,2009
Illinois,61,Educational services,9:   500+,93240,3622669,2009
Illinois,62,Health care and social assistance,8:   <500,344910,13484167,2009
Illinois,62,Health care and social assistance,9:   500+,387926,17174526,2009
Illinois,71,"Arts, entertainment, and recreation",8:   <500,50168,1489121,2009
Illinois,71,"Arts, entertainment, and recreation",9:   500+,27705,793196,2009
Illinois,72,Accommodation and food services,8:   <500,276290,3965035,2009
Illinois,72,Accommodation and food services,9:   500+,180794,3237135,2009
Illinois,81,Other services (except public administration),8:   <500,206875,5701694,2009
Illinois,81,Other services (except public administration),9:   500+,40391,1510193,2009
Illinois,99,Industries not classified,8:   <500,378,9662,2009
Illinois,31-33,Manufacturing,8:   <500,281571,11947235,2009
Illinois,31-33,Manufacturing,9:   500+,285316,15446914,2009
Illinois,44-45,Retail trade,8:   <500,217838,6100377,2009
Illinois,44-45,Retail trade,9:   500+,382477,8512912,2009
Illinois,48-49,Transportation and warehousing,8:   <500,71986,2660810,2009
Illinois,48-49,Transportation and warehousing,9:   500+,147428,6291430,2009
Indiana,11,"Agriculture, forestry, fishing and hunting",8:   <500,1173,32600,2009
Indiana,11,"Agriculture, forestry, fishing and hunting",9:   500+,0,0,2009
Indiana,21,"Mining, quarrying, and oil and gas extraction",8:   <500,2667,152835,2009
Indiana,21,"Mining, quarrying, and oil and gas extraction",9:   500+,3207,183201,2009
Indiana,22,Utilities,8:   <500,3300,199088,2009
Indiana,22,Utilities,9:   500+,12844,942430,2009
Indiana,23,Construction,8:   <500,99341,4263712,2009
Indiana,23,Construction,9:   500+,19141,1290100,2009
Indiana,42,Wholesale trade,8:   <500,67107,2828366,2009
Indiana,42,Wholesale trade,9:   500+,41920,2219508,2009
Indiana,51,Information,8:   <500,13350,523202,2009
Indiana,51,Information,9:   500+,31138,1542217,2009
Indiana,52,Finance and insurance,8:   <500,41161,1789299,2009
Indiana,52,Finance and insurance,9:   500+,60513,3540085,2009
Indiana,53,Real estate and rental and leasing,8:   <500,22697,673875,2009
Indiana,53,Real estate and rental and leasing,9:   500+,11318,380468,2009
Indiana,54,"Professional, scientific, and technical services",8:   <500,73023,3335908,2009
Indiana,54,"Professional, scientific, and technical services",9:   500+,29075,1826191,2009
Indiana,55,Management of companies and enterprises,8:   <500,6947,407416,2009
Indiana,55,Management of companies and enterprises,9:   500+,39864,3945231,2009
Indiana,56,Administrative and support and waste management and remediation services,8:   <500,64604,1747764,2009
Indiana,56,Administrative and support and waste management and remediation services,9:   500+,85100,2386446,2009
Indiana,61,Educational services,8:   <500,20651,479565,2009
Indiana,61,Educational services,9:   500+,38868,1069223,2009
Indiana,62,Health care and social assistance,8:   <500,171441,6229812,2009
Indiana,62,Health care and social assistance,9:   500+,210558,8281382,2009
Indiana,71,"Arts, entertainment, and recreation",8:   <500,23586,597951,2009
Indiana,71,"Arts, entertainment, and recreation",9:   500+,11706,335877,2009
Indiana,72,Accommodation and food services,8:   <500,144729,1661620,2009
Indiana,72,Accommodation and food services,9:   500+,105650,1593537,2009
Indiana,81,Other services (except public administration),8:   <500,104792,2289151,2009
Indiana,81,Other services (except public administration),9:   500+,19886,571089,2009
Indiana,99,Industries not classified,8:   <500,231,3239,2009
Indiana,31-33,Manufacturing,8:   <500,168415,6222540,2009
Indiana,31-33,Manufacturing,9:   500+,273984,14010899,2009
Indiana,44-45,Retail trade,8:   <500,117546,2928858,2009
Indiana,44-45,Retail trade,9:   500+,196865,3936589,2009
Indiana,48-49,Transportation and warehousing,8:   <500,39146,1375986,2009
Indiana,48-49,Transportation and warehousing,9:   500+,71546,2550775,2009
Iowa,11,"Agriculture, forestry, fishing and hunting",8:   <500,1240,48464,2009
Iowa,11,"Agriculture, forestry, fishing and hunting",9:   500+,0,0,2009
Iowa,21,"Mining, quarrying, and oil and gas extraction",8:   <500,1313,60142,2009
Iowa,21,"Mining, quarrying, and oil and gas extraction",9:   500+,0,26977,2009
Iowa,22,Utilities,8:   <500,1781,94911,2009
Iowa,22,Utilities,9:   500+,0,0,2009
Iowa,23,Construction,8:   <500,56011,2483142,2009
Iowa,23,Construction,9:   500+,3563,242970,2009
Iowa,42,Wholesale trade,8:   <500,46219,1916847,2009
Iowa,42,Wholesale trade,9:   500+,19601,953355,2009
Iowa,51,Information,8:   <500,11074,383899,2009
Iowa,51,Information,9:   500+,23151,1081901,2009
Iowa,52,Finance and insurance,8:   <500,34145,1472145,2009
Iowa,52,Finance and insurance,9:   500+,59317,3479705,2009
Iowa,53,Real estate and rental and leasing,8:   <500,10063,294419,2009
Iowa,53,Real estate and rental and leasing,9:   500+,4684,191437,2009
Iowa,54,"Professional, scientific, and technical services",8:   <500,34681,1487147,2009
Iowa,54,"Professional, scientific, and technical services",9:   500+,12629,722694,2009
Iowa,55,Management of companies and enterprises,8:   <500,5351,317118,2009
Iowa,55,Management of companies and enterprises,9:   500+,14442,973483,2009
Iowa,56,Administrative and support and waste management and remediation services,8:   <500,30201,794817,2009
Iowa,56,Administrative and support and waste management and remediation services,9:   500+,38267,995839,2009
Iowa,61,Educational services,8:   <500,11929,265031,2009
Iowa,61,Educational services,9:   500+,26410,644725,2009
Iowa,62,Health care and social assistance,8:   <500,112696,3490262,2009
